Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2369,Kasganj,Kasganj,Onion,Red,FAQ,1250,1460,1375,21 Jul 2025
2370,Kasganj,Kasganj,Onion,Red,FAQ,1260,1425,1370,27 Jul 2025
2371,Kasganj,Kasganj,Onion,Red,FAQ,1270,1450,1380,25 Jul 2025
2372,Kasganj,Kasganj,Onion,Red,FAQ,1270,1450,1380,30 Jul 2025
2373,Kasganj,Kasganj,Onion,Red,FAQ,1280,1460,1350,24 Jul 2025
2374,Kasganj,Kasganj,Onion,Red,FAQ,1300,1400,1350,22 Jul 2025
2375,Kasganj,Kasganj,Onion,Red,FAQ,1300,1450,1370,19 Jul 2025
2376,Kasganj,Kasganj,Onion,Red,FAQ,1300,1520,1400,23 Jul 2025
2377,Kasganj,Kasganj,Onion,Red,FAQ,1300,1520,1420,09 Jul 2025
2378,Kasganj,Kasganj,Onion,Red,FAQ,1300,1560,1350,08 Jul 2025
2379,Kasganj,Kasganj,Onion,Red,FAQ,1300,1600,1460,04 Jul 2025
2380,Kasganj,Kasganj,Onion,Red,FAQ,1320,1450,1380,28 Jul 2025
2381,Kasganj,Kasganj,Onion,Red,FAQ,1320,1560,1440,15 Jul 2025
2382,Kasganj,Kasganj,Onion,Red,FAQ,1330,1520,1450,16 Jul 2025
2383,Kasganj,Kasganj,Onion,Red,FAQ,1330,1530,1420,12 Jul 2025
2384,Kasganj,Kasganj,Onion,Red,FAQ,1330,1540,1450,18 Jul 2025
2385,Kasganj,Kasganj,Onion,Red,FAQ,1330,1550,1430,10 Jul 2025
2386,Kasganj,Kasganj,Onion,Red,FAQ,1340,1520,1450,11 Jul 2025
2387,Kasganj,Kasganj,Onion,Red,FAQ,1340,1550,1450,13 Jul 2025
2388,Kasganj,Kasganj,Onion,Red,FAQ,1340,1550,1460,17 Jul 2025
2389,Kasganj,Kasganj,Onion,Red,FAQ,1350,1550,1450,06 Jul 2025
2390,Kasganj,Kasganj,Onion,Red,FAQ,1350,1550,1460,14 Jul 2025
2391,Kasganj,Kasganj,Onion,Red,FAQ,1350,1550,1470,07 Jul 2025
2392,Kasganj,Kasganj,Onion,Red,FAQ,1350,1600,1475,05 Jul 2025
2393,Farukhabad,Kayamganj,Onion,Red,FAQ,1100,1350,1200,02 Jul 2025
2394,Farukhabad,Kayamganj,Onion,Red,FAQ,1200,1300,1250,26 Jul 2025
2395,Farukhabad,Kayamganj,Onion,Red,FAQ,1200,1450,1325,25 Jul 2025
2396,Farukhabad,Kayamganj,Onion,Red,FAQ,1200,1450,1350,01 Jul 2025
2397,Farukhabad,Kayamganj,Onion,Red,FAQ,1250,1350,1300,24 Jul 2025
2398,Farukhabad,Kayamganj,Onion,Red,FAQ,1250,1350,1300,28 Jul 2025
2399,Farukhabad,Kayamganj,Onion,Red,FAQ,1250,1350,1300,29 Jul 2025
2400,Farukhabad,Kayamganj,Onion,Red,FAQ,1250,1425,1350,19 Jul 2025
2401,Farukhabad,Kayamganj,Onion,Red,FAQ,1300,1360,1330,23 Jul 2025
2402,Farukhabad,Kayamganj,Onion,Red,FAQ,1300,1380,1325,30 Jul 2025
2403,Farukhabad,Kayamganj,Onion,Red,FAQ,1300,1380,1350,22 Jul 2025
2404,Farukhabad,Kayamganj,Onion,Red,FAQ,1300,1400,1350,17 Jul 2025
2405,Farukhabad,Kayamganj,Onion,Red,FAQ,1300,1400,1350,18 Jul 2025
2406,Farukhabad,Kayamganj,Onion,Red,FAQ,1400,1500,1450,14 Jul 2025
2407,Farukhabad,Kayamganj,Onion,Red,FAQ,1400,1500,1450,15 Jul 2025
2408,Farukhabad,Kayamganj,Onion,Red,FAQ,1400,1500,1450,16 Jul 2025
2409,Farukhabad,Kayamganj,Onion,Red,FAQ,1400,1550,1450,03 Jul 2025
2410,Farukhabad,Kayamganj,Onion,Red,FAQ,1450,1550,1500,09 Jul 2025
2411,Farukhabad,Kayamganj,Onion,Red,FAQ,1500,1650,1550,10 Jul 2025
2412,Farukhabad,Kayamganj,Onion,Red,FAQ,1550,1650,1600,08 Jul 2025
2413,Farukhabad,Kayamganj,Onion,Red,FAQ,1650,1750,1700,07 Jul 2025
2414,Fatehpur,Khaga,Onion,Red,FAQ,1160,1300,1225,02 Jul 2025
2415,Fatehpur,Khaga,Onion,Red,FAQ,1160,1330,1230,01 Jul 2025
2416,Fatehpur,Khaga,Onion,Red,FAQ,1200,1370,1300,04 Jul 2025
2417,Fatehpur,Khaga,Onion,Red,FAQ,1200,1400,1280,05 Jul 2025
2418,Fatehpur,Khaga,Onion,Red,FAQ,1225,1350,1300,25 Jul 2025
2419,Fatehpur,Khaga,Onion,Red,FAQ,1250,1390,1325,06 Jul 2025
2420,Fatehpur,Khaga,Onion,Red,FAQ,1260,1425,1350,26 Jul 2025
2421,Fatehpur,Khaga,Onion,Red,FAQ,1275,1450,1360,30 Jul 2025
2422,Fatehpur,Khaga,Onion,Red,FAQ,1300,1440,1375,29 Jul 2025
2423,Fatehpur,Khaga,Onion,Red,FAQ,1300,1445,1380,19 Jul 2025
2424,Fatehpur,Khaga,Onion,Red,FAQ,1300,1465,1400,21 Jul 2025
2425,Fatehpur,Khaga,Onion,Red,FAQ,1300,1480,1400,18 Jul 2025
2426,Fatehpur,Khaga,Onion,Red,FAQ,1300,1500,1380,08 Jul 2025
2427,Fatehpur,Khaga,Onion,Red,FAQ,1300,1500,1420,23 Jul 2025
2428,Fatehpur,Khaga,Onion,Red,FAQ,1320,1475,1400,12 Jul 2025
2429,Fatehpur,Khaga,Onion,Red,FAQ,1325,1500,1400,07 Jul 2025
2430,Fatehpur,Khaga,Onion,Red,FAQ,1330,1500,1425,16 Jul 2025
2431,Fatehpur,Khaga,Onion,Red,FAQ,1340,1490,1425,20 Jul 2025
2432,Fatehpur,Khaga,Onion,Red,FAQ,1350,1550,1425,09 Jul 2025
2433,Fatehpur,Khaga,Onion,Red,FAQ,1360,1500,1425,11 Jul 2025
2434,Fatehpur,Khaga,Onion,Red,FAQ,1360,1525,1420,14 Jul 2025
2435,Fatehpur,Khaga,Onion,Red,FAQ,1365,1500,1430,22 Jul 2025
2436,Fatehpur,Khaga,Onion,Red,FAQ,1365,1550,1440,13 Jul 2025
2437,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1200,1100,29 Jul 2025
2438,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1400,1200,02 Jul 2025
2439,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1400,1200,03 Jul 2025
2440,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1400,1200,05 Jul 2025
2441,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1400,1200,09 Jul 2025
2442,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1400,1200,10 Jul 2025
2443,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1400,1200,13 Jul 2025
2444,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1400,1200,17 Jul 2025
2445,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1400,1200,27 Jul 2025
2446,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1500,1200,04 Jul 2025
2447,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1500,1200,06 Jul 2025
2448,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1500,1200,07 Jul 2025
2449,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1500,1200,08 Jul 2025
2450,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1500,1200,11 Jul 2025
2451,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1500,1200,12 Jul 2025
2452,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1500,1200,18 Jul 2025
2453,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1500,1200,20 Jul 2025
2454,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1500,1200,21 Jul 2025
2455,Aligarh,Khair,Onion,Red,Non-FAQ,1000,1500,1200,28 Jul 2025
2456,Aligarh,Khair,Onion,Red,Non-FAQ,1100,1500,1200,19 Jul 2025
2457,Aligarh,Khair,Onion,Red,Non-FAQ,1100,1500,1200,23 Jul 2025
2458,Aligarh,Khair,Onion,Red,Non-FAQ,1200,1500,1400,22 Jul 2025
2459,Aligarh,Khair,Onion,Red,Non-FAQ,1200,1600,1400,26 Jul 2025
2460,Aligarh,Khair,Onion,Red,Non-FAQ,1200,1800,1400,14 Jul 2025
2461,Aligarh,Khair,Onion,Red,Non-FAQ,1200,1800,1400,15 Jul 2025
2462,Aligarh,Khair,Onion,Red,Non-FAQ,1200,1800,1400,24 Jul 2025
2463,Agra,Khairagarh,Onion,Red,FAQ,1000,1100,1050,29 Jul 2025
2464,Agra,Khairagarh,Onion,Red,FAQ,1000,1100,1050,30 Jul 2025
2465,Agra,Khairagarh,Onion,Red,FAQ,1100,1200,1150,19 Jul 2025
2466,Agra,Khairagarh,Onion,Red,FAQ,1100,1200,1150,28 Jul 2025
2467,Agra,Khairagarh,Onion,Red,FAQ,1200,1300,1250,08 Jul 2025
2468,Agra,Khairagarh,Onion,Red,FAQ,1200,1300,1250,09 Jul 2025
2469,Agra,Khairagarh,Onion,Red,FAQ,1200,1300,1250,11 Jul 2025
2470,Agra,Khairagarh,Onion,Red,FAQ,1200,1300,1250,12 Jul 2025
2471,Agra,Khairagarh,Onion,Red,FAQ,1200,1300,1250,15 Jul 2025
2472,Agra,Khairagarh,Onion,Red,FAQ,1200,1300,1250,17 Jul 2025
2473,Agra,Khairagarh,Onion,Red,FAQ,1200,1300,1250,18 Jul 2025
2474,Agra,Khairagarh,Onion,Red,FAQ,1200,1300,1250,22 Jul 2025
2475,Agra,Khairagarh,Onion,Red,FAQ,1200,1300,1250,26 Jul 2025
2476,Agra,Khairagarh,Onion,Red,FAQ,1200,1300,1250,27 Jul 2025
2477,Agra,Khairagarh,Onion,Red,FAQ,1500,1600,1550,01 Jul 2025
2478,Agra,Khairagarh,Onion,Red,FAQ,1500,1600,1550,04 Jul 2025
2479,Agra,Khairagarh,Onion,Red,FAQ,1500,1600,1550,05 Jul 2025
2480,Agra,Khairagarh,Onion,Red,FAQ,1500,1600,1550,21 Jul 2025
2481,Agra,Khairagarh,Onion,Red,FAQ,1500,1600,1550,24 Jul 2025
2482,Agra,Khairagarh,Onion,Red,FAQ,1500,1600,1550,25 Jul 2025
2483,Agra,Khairagarh,Onion,Red,FAQ,1600,1700,1650,06 Jul 2025
2484,Agra,Khairagarh,Onion,Red,FAQ,2000,2100,2050,07 Jul 2025
2485,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1100,1200,1150,01 Jul 2025
2486,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1100,1300,1200,04 Jul 2025
2487,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1100,1300,1200,30 Jul 2025
2488,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1150,1200,1175,07 Jul 2025
2489,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1150,1250,1200,19 Jul 2025
2490,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1200,1300,1250,22 Jul 2025
2491,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1200,1300,1250,28 Jul 2025
2492,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1200,1400,1300,11 Jul 2025
2493,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1200,1400,1300,25 Jul 2025
2494,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1250,1400,1300,26 Jul 2025
2495,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1300,1400,1350,21 Jul 2025
2496,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1300,1500,1400,24 Jul 2025
2497,Sant Kabir Nagar,Khalilabad,Onion,Red,FAQ,1335,1435,1385,18 Jul 2025
2498,Shamli,Khandhla,Onion,Red,Non-FAQ,1200,1300,1250,24 Jul 2025
2499,Shamli,Khandhla,Onion,Red,Non-FAQ,1400,1500,1450,29 Jul 2025
2500,Shamli,Khandhla,Onion,Red,Non-FAQ,2200,2300,2250,19 Jul 2025
2501,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,01 Jul 2025
2502,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,02 Jul 2025
2503,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,05 Jul 2025
2504,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,07 Jul 2025
2505,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,08 Jul 2025
2506,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,09 Jul 2025
2507,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,10 Jul 2025
2508,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,11 Jul 2025
2509,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,16 Jul 2025
2510,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,17 Jul 2025
2511,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,18 Jul 2025
2512,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,22 Jul 2025
2513,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,25 Jul 2025
2514,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,26 Jul 2025
2515,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,28 Jul 2025
2516,Shamli,Khandhla,Onion,Red,Non-FAQ,2400,2500,2450,30 Jul 2025
2517,Shamli,Khandhla,Onion,Red,Non-FAQ,2500,2600,2550,03 Jul 2025
2518,Shamli,Khandhla,Onion,Red,Non-FAQ,2500,2600,2550,12 Jul 2025
2519,Shamli,Khandhla,Onion,Red,Non-FAQ,2700,2800,2750,04 Jul 2025
2520,Shamli,Khandhla,Onion,Red,Non-FAQ,3400,3500,3450,14 Jul 2025
2521,Muzaffarnagar,Khatauli,Onion,Red,FAQ,800,1000,900,03 Jul 2025
2522,Muzaffarnagar,Khatauli,Onion,Red,FAQ,1000,1400,1200,02 Jul 2025
2523,Baghpat,Khekda,Onion,Red,FAQ,1000,1200,1100,02 Jul 2025
2524,Baghpat,Khekda,Onion,Red,FAQ,1100,1300,1200,04 Jul 2025
2525,Baghpat,Khekda,Onion,Red,FAQ,1100,1300,1200,06 Jul 2025
2526,Baghpat,Khekda,Onion,Red,FAQ,1100,1300,1200,22 Jul 2025
2527,Baghpat,Khekda,Onion,Red,FAQ,1200,1400,1300,20 Jul 2025
2528,Baghpat,Khekda,Onion,Red,FAQ,1200,1400,1300,24 Jul 2025
2529,Baghpat,Khekda,Onion,Red,FAQ,1200,1400,1300,28 Jul 2025
2530,Baghpat,Khekda,Onion,Red,FAQ,1200,1500,1400,09 Jul 2025
2531,Baghpat,Khekda,Onion,Red,FAQ,1200,1500,1400,11 Jul 2025
2532,Baghpat,Khekda,Onion,Red,FAQ,1200,1500,1400,16 Jul 2025
2533,Baghpat,Khekda,Onion,Red,FAQ,1200,1600,1400,17 Jul 2025
2534,Baghpat,Khekda,Onion,Red,FAQ,1200,1600,1400,26 Jul 2025
2535,Baghpat,Khekda,Onion,Red,FAQ,1400,1600,1500,14 Jul 2025
2536,Bulandshahar,Khurja,Onion,Red,FAQ,1200,1300,1245,07 Jul 2025
2537,Bulandshahar,Khurja,Onion,Red,FAQ,1300,1440,1370,05 Jul 2025
2538,Bulandshahar,Khurja,Onion,Red,FAQ,1300,1440,1370,18 Jul 2025
2539,Bulandshahar,Khurja,Onion,Red,FAQ,1300,1440,1370,19 Jul 2025
2540,Bulandshahar,Khurja,Onion,Red,FAQ,1300,1450,1375,11 Jul 2025
2541,Bulandshahar,Khurja,Onion,Red,FAQ,1300,1470,1370,09 Jul 2025
2542,Bulandshahar,Khurja,Onion,Red,FAQ,1300,1500,1400,10 Jul 2025
2543,Bulandshahar,Khurja,Onion,Red,FAQ,1300,1500,1400,14 Jul 2025
2544,Bulandshahar,Khurja,Onion,Red,FAQ,1300,1500,1400,15 Jul 2025
2545,Bulandshahar,Khurja,Onion,Red,FAQ,1300,1500,1400,17 Jul 2025
2546,Bulandshahar,Khurja,Onion,Red,FAQ,1315,1415,1365,02 Jul 2025
2547,Bulandshahar,Khurja,Onion,Red,FAQ,1320,1420,1370,03 Jul 2025
2548,Bulandshahar,Khurja,Onion,Red,FAQ,1320,1420,1370,04 Jul 2025
2549,Bulandshahar,Khurja,Onion,Red,FAQ,1320,1420,1370,25 Jul 2025
2550,Bulandshahar,Khurja,Onion,Red,FAQ,1325,1425,1375,08 Jul 2025
2551,Bulandshahar,Khurja,Onion,Red,FAQ,1325,1425,1375,12 Jul 2025
2552,Bulandshahar,Khurja,Onion,Red,FAQ,1325,1425,1375,24 Jul 2025
2553,Bulandshahar,Khurja,Onion,Red,FAQ,1330,1430,1380,21 Jul 2025
2554,Bulandshahar,Khurja,Onion,Red,FAQ,1330,1430,1380,22 Jul 2025
2555,Bulandshahar,Khurja,Onion,Red,FAQ,1335,1435,1385,23 Jul 2025
2556,Bulandshahar,Khurja,Onion,Red,FAQ,1335,1435,1385,26 Jul 2025
2557,Bulandshahar,Khurja,Onion,Red,FAQ,1335,1435,1385,28 Jul 2025
2558,Bulandshahar,Khurja,Onion,Red,FAQ,1340,1440,1390,29 Jul 2025
2559,Bulandshahar,Khurja,Onion,Red,FAQ,1350,1450,1400,16 Jul 2025
2560,Jalaun (Orai),Konch,Onion,Red,FAQ,700,900,800,02 Jul 2025
2561,Jalaun (Orai),Konch,Onion,Red,FAQ,700,900,800,10 Jul 2025
2562,Jalaun (Orai),Konch,Onion,Red,FAQ,700,900,800,25 Jul 2025
2563,Jalaun (Orai),Konch,Onion,Red,FAQ,750,850,800,27 Jul 2025
2564,Jalaun (Orai),Konch,Onion,Red,FAQ,750,900,800,01 Jul 2025
2565,Jalaun (Orai),Konch,Onion,Red,FAQ,750,900,800,13 Jul 2025
2566,Jalaun (Orai),Konch,Onion,Red,FAQ,750,900,800,22 Jul 2025
2567,Jalaun (Orai),Konch,Onion,Red,FAQ,750,900,800,24 Jul 2025
2568,Jalaun (Orai),Konch,Onion,Red,FAQ,750,900,800,26 Jul 2025
2569,Jalaun (Orai),Konch,Onion,Red,FAQ,750,900,800,28 Jul 2025
2570,Jalaun (Orai),Konch,Onion,Red,FAQ,750,1200,800,06 Jul 2025
2571,Jalaun (Orai),Konch,Onion,Red,FAQ,780,820,800,04 Jul 2025
2572,Jalaun (Orai),Konch,Onion,Red,FAQ,780,820,800,14 Jul 2025
2573,Jalaun (Orai),Konch,Onion,Red,FAQ,780,820,800,21 Jul 2025
2574,Jalaun (Orai),Konch,Onion,Red,FAQ,790,850,800,15 Jul 2025
2575,Jalaun (Orai),Konch,Onion,Red,FAQ,790,850,800,20 Jul 2025
2576,Jalaun (Orai),Konch,Onion,Red,FAQ,800,1050,1000,29 Jul 2025
2577,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,900,1200,1000,01 Jul 2025
2578,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,900,1200,1000,03 Jul 2025
2579,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1200,1100,02 Jul 2025
2580,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1200,1100,04 Jul 2025
2581,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1200,1100,05 Jul 2025
2582,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1200,1100,07 Jul 2025
2583,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1200,1100,09 Jul 2025
2584,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1200,1100,12 Jul 2025
2585,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1200,1100,14 Jul 2025
2586,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1200,1100,15 Jul 2025
2587,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1200,1100,16 Jul 2025
2588,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1250,1200,08 Jul 2025
2589,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1300,1100,10 Jul 2025
2590,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1000,1500,1200,21 Jul 2025
2591,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1200,1300,1250,18 Jul 2025
2592,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1200,1300,1250,19 Jul 2025
2593,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1200,1400,1300,30 Jul 2025
2594,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1300,1400,1350,29 Jul 2025
2595,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1300,1475,1410,25 Jul 2025
2596,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1300,1500,1350,23 Jul 2025
2597,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1300,1500,1400,22 Jul 2025
2598,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1300,1500,1400,24 Jul 2025
2599,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1300,1500,1400,26 Jul 2025
2600,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1300,1500,1400,28 Jul 2025
2601,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,1350,1450,1400,11 Jul 2025
2602,Mathura,Kosikalan,Onion,Red,FAQ,1200,1400,1300,04 Jul 2025
2603,Mathura,Kosikalan,Onion,Red,FAQ,1300,1370,1335,01 Jul 2025
2604,Mathura,Kosikalan,Onion,Red,FAQ,1300,1380,1340,03 Jul 2025
2605,Mathura,Kosikalan,Onion,Red,FAQ,1300,1380,1340,10 Jul 2025
2606,Mathura,Kosikalan,Onion,Red,FAQ,1300,1380,1340,16 Jul 2025
2607,Mathura,Kosikalan,Onion,Red,FAQ,1300,1380,1345,30 Jul 2025
2608,Mathura,Kosikalan,Onion,Red,FAQ,1300,1390,1345,29 Jul 2025
2609,Mathura,Kosikalan,Onion,Red,FAQ,1300,1390,1350,23 Jul 2025
2610,Mathura,Kosikalan,Onion,Red,FAQ,1300,1400,1340,14 Jul 2025
2611,Mathura,Kosikalan,Onion,Red,FAQ,1300,1400,1350,07 Jul 2025
2612,Mathura,Kosikalan,Onion,Red,FAQ,1300,1400,1350,11 Jul 2025
2613,Mathura,Kosikalan,Onion,Red,FAQ,1300,1400,1360,02 Jul 2025
2614,Mathura,Kosikalan,Onion,Red,FAQ,1300,1400,1360,05 Jul 2025
2615,Mathura,Kosikalan,Onion,Red,FAQ,1300,1400,1360,15 Jul 2025
2616,Mathura,Kosikalan,Onion,Red,FAQ,1300,1440,1400,08 Jul 2025
2617,Mathura,Kosikalan,Onion,Red,FAQ,1300,1500,1400,22 Jul 2025
2618,Mathura,Kosikalan,Onion,Red,FAQ,1300,1500,1400,28 Jul 2025
2619,Mathura,Kosikalan,Onion,Red,FAQ,1320,1400,1360,09 Jul 2025
2620,Mathura,Kosikalan,Onion,Red,FAQ,1400,1460,1430,21 Jul 2025
2621,Mathura,Kosikalan,Onion,Red,FAQ,1400,1480,1440,19 Jul 2025
2622,Mathura,Kosikalan,Onion,Red,FAQ,1400,1490,1445,25 Jul 2025
2623,Mathura,Kosikalan,Onion,Red,FAQ,1400,1500,1450,17 Jul 2025
2624,Mathura,Kosikalan,Onion,Red,FAQ,1400,1500,1460,24 Jul 2025
2625,Mathura,Kosikalan,Onion,Red,FAQ,1400,1600,1500,18 Jul 2025
2626,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1160,1280,1230,01 Jul 2025
2627,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1200,1250,1230,04 Jul 2025
2628,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1200,1260,1245,07 Jul 2025
2629,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1200,1285,1240,03 Jul 2025
2630,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1200,1285,1250,02 Jul 2025
2631,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1200,1300,1240,05 Jul 2025
2632,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1200,1300,1260,08 Jul 2025
2633,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1200,1320,1250,13 Jul 2025
2634,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1200,1320,1280,10 Jul 2025
2635,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1200,1340,1250,06 Jul 2025
2636,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1210,1320,1280,12 Jul 2025
2637,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1210,1320,1280,23 Jul 2025
2638,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1220,1350,1290,15 Jul 2025
2639,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1230,1320,1270,11 Jul 2025
2640,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1250,1320,1280,14 Jul 2025
2641,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1250,1360,1320,24 Jul 2025
2642,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1250,1370,1340,18 Jul 2025
2643,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1250,1380,1320,16 Jul 2025
2644,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1260,1350,1300,22 Jul 2025
2645,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1280,1360,1320,27 Jul 2025
2646,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1290,1390,1335,17 Jul 2025
2647,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1300,1400,1340,21 Jul 2025
2648,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1300,1400,1350,19 Jul 2025
2649,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1300,1400,1350,25 Jul 2025
2650,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1300,1420,1360,29 Jul 2025
2651,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1300,1430,1350,09 Jul 2025
2652,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1300,1430,1365,26 Jul 2025
2653,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1300,1450,1380,28 Jul 2025
2654,Lakhimpur,Lakhimpur,Onion,Red,FAQ,1330,1440,1385,30 Jul 2025
2655,Raebarelli,Lalganj,Onion,Red,FAQ,1100,1300,1200,01 Jul 2025
2656,Raebarelli,Lalganj,Onion,Red,FAQ,1100,1300,1200,02 Jul 2025
2657,Raebarelli,Lalganj,Onion,Red,FAQ,1100,1300,1200,03 Jul 2025
2658,Raebarelli,Lalganj,Onion,Red,FAQ,1100,1300,1250,04 Jul 2025
2659,Raebarelli,Lalganj,Onion,Red,FAQ,1100,1300,1250,05 Jul 2025
2660,Raebarelli,Lalganj,Onion,Red,FAQ,1150,1250,1200,07 Jul 2025
2661,Raebarelli,Lalganj,Onion,Red,FAQ,1150,1250,1200,08 Jul 2025
2662,Raebarelli,Lalganj,Onion,Red,FAQ,1150,1250,1200,09 Jul 2025
2663,Raebarelli,Lalganj,Onion,Red,FAQ,1150,1250,1200,10 Jul 2025
2664,Raebarelli,Lalganj,Onion,Red,FAQ,1150,1250,1200,11 Jul 2025
2665,Raebarelli,Lalganj,Onion,Red,FAQ,1150,1250,1200,12 Jul 2025
